lat,lon,hour,dow,is_weekend,crime_type,severity
12.929521,77.584222,20,4,0,burglary,2
13.007837,77.685122,20,1,0,theft,1
12.906042,77.621712,18,3,0,theft,1
12.90867,77.635614,22,3,0,theft,1
12.986208,77.608689,14,4,0,harassment,1
12.973101,77.71833,21,3,0,vehicle_theft,2
12.904613,77.576713,19,5,1,burglary,3
12.907576,77.641525,19,5,1,theft,1
12.975459,77.574291,19,2,0,theft,1
12.969531,77.750705,6,6,1,burglary,2
12.951747,77.699772,15,5,1,theft,1
12.986258,77.604311,10,0,0,theft,1
12.921037,77.710283,6,2,0,theft,1
13.032471,77.599799,15,1,0,theft,1
12.933709,77.625274,23,6,1,vehicle_theft,2
12.949954,77.699528,19,2,0,vehicle_theft,3
12.930608,77.584598,4,3,0,theft,1
12.976345,77.754433,7,5,1,vehicle_theft,3
12.983861,77.619391,21,2,0,assault,2
12.928229,77.620096,1,0,0,assault,3
12.935353,77.622843,2,2,0,harassment,1
13.104996,77.583367,21,3,0,burglary,2
12.97109,77.606882,20,3,0,assault,3
12.969471,77.745905,2,0,0,burglary,3
12.905808,77.617907,10,2,0,theft,1
12.905136,77.587767,2,2,0,theft,1
13.100239,77.597947,18,2,0,theft,1
12.917058,77.646142,20,5,1,vehicle_theft,3
12.969725,77.748625,23,6,1,burglary,1
12.972178,77.579361,14,4,0,theft,1
12.973174,77.536125,19,0,0,theft,2
12.975057,77.606265,0,0,0,assault,3
12.92428,77.58374,21,4,0,theft,1
12.914078,77.601055,2,5,1,theft,1
12.936842,77.572383,15,1,0,theft,1
12.959421,77.739482,22,5,1,vehicle_theft,2
12.975366,77.618075,5,3,0,vehicle_theft,1
13.027362,77.539673,17,4,0,vehicle_theft,1
12.876978,77.723937,6,1,0,vehicle_theft,1
12.98143,77.624748,2,6,1,assault,3
12.967355,77.637891,1,5,1,vehicle_theft,2
12.973301,77.6034,3,5,1,theft,2
12.843879,77.660761,1,1,0,vehicle_theft,2
12.965784,77.579518,22,0,0,harassment,1
12.93677,77.61907,5,2,0,harassment,2
13.027151,77.538498,8,6,1,vehicle_theft,2
12.919315,77.541888,21,4,0,vehicle_theft,2
13.08141,77.601418,21,3,0,burglary,1
12.972005,77.53006,19,1,0,theft,1
12.916045,77.610011,22,5,1,vehicle_theft,2
12.905402,77.617239,9,5,1,vehicle_theft,1
12.981702,77.572225,19,2,0,theft,1
12.932437,77.622494,4,6,1,assault,3
12.960267,77.701895,21,3,0,vehicle_theft,1
12.974286,77.644708,0,6,1,assault,3
13.002758,77.697162,9,2,0,vehicle_theft,2
12.991684,77.601287,19,1,0,harassment,1
12.921188,77.616277,18,1,0,theft,1
13.041934,77.596231,10,3,0,theft,1
12.990348,77.607126,11,6,1,theft,1
12.912123,77.641248,21,1,0,theft,1
12.907201,77.584573,9,1,0,vehicle_theft,3
12.958786,77.701525,20,5,1,vehicle_theft,2
13.002591,77.570328,8,5,1,burglary,2
12.972278,77.609991,4,3,0,theft,1
12.931694,77.621043,3,6,1,harassment,1
12.984287,77.624602,16,1,0,assault,3
12.976565,77.76384,17,6,1,burglary,2
12.920438,77.609467,1,0,0,vehicle_theft,2
13.02005,77.522319,21,2,0,theft,1
12.976899,77.61011,3,2,0,harassment,2
12.853376,77.592428,9,3,0,vehicle_theft,1
12.99811,77.555133,0,2,0,theft,1
12.964126,77.582159,19,1,0,theft,1
12.927297,77.585302,23,5,1,burglary,2
12.966731,77.581408,13,6,1,theft,1
12.982436,77.60782,3,3,0,assault,2
12.897325,77.622821,18,3,0,theft,1
12.938854,77.617932,0,2,0,theft,1
13.000882,77.747739,14,5,1,burglary,1
12.997088,77.5565,17,3,0,theft,2
13.110441,77.58926,0,1,0,burglary,1
12.987798,77.602985,9,1,0,assault,2
12.982069,77.564768,21,5,1,assault,3
12.975995,77.520746,20,3,0,vehicle_theft,3
12.967865,77.579038,18,5,1,theft,2
13.034571,77.53213,10,4,0,vehicle_theft,1
12.925578,77.545927,20,2,0,theft,2
13.030192,77.585658,9,1,0,assault,3
12.930534,77.633982,7,1,0,vehicle_theft,2
12.996934,77.695978,7,5,1,vehicle_theft,2
12.909491,77.586189,23,6,1,burglary,2
12.904403,77.618252,12,4,0,assault,3
12.926943,77.621515,1,1,0,theft,2
12.960576,77.688431,1,5,1,assault,1
12.972837,77.573281,23,5,1,theft,1
12.975911,77.747229,2,6,1,fraud,1
12.918428,77.64349,0,4,0,vehicle_theft,3
12.925667,77.554904,22,2,0,theft,1
12.838102,77.550293,12,3,0,burglary,1
12.934963,77.625103,23,5,1,theft,1
12.928589,77.576938,18,5,1,theft,1
12.959939,77.577786,11,0,0,theft,1
13.100876,77.647677,23,1,0,theft,1
12.969986,77.750015,4,0,0,burglary,1
12.983957,77.572401,3,3,0,assault,3
12.926357,77.549644,22,3,0,theft,1
12.934658,77.624761,18,2,0,assault,3
13.017863,77.452879,14,5,1,fraud,1
13.001349,77.552121,6,4,0,theft,1
12.912801,77.626128,18,5,1,burglary,2
12.905904,77.638264,23,2,0,burglary,2
12.935276,77.62159,2,1,0,theft,1
12.974593,77.536029,19,0,0,vehicle_theft,2
12.97504,77.750869,14,0,0,vehicle_theft,1
12.971932,77.639987,21,3,0,assault,3
13.030004,77.520024,20,1,0,burglary,2
12.965039,77.644464,12,5,1,harassment,1
12.94555,77.569885,6,0,0,vehicle_theft,1
12.998587,77.567763,15,4,0,burglary,2
12.849584,77.648692,8,1,0,vehicle_theft,2
12.95413,77.702176,9,0,0,theft,1
12.913052,77.527931,17,2,0,fraud,2
12.998457,77.574117,16,0,0,burglary,2
13.001158,77.699911,21,1,0,vehicle_theft,2
13.034121,77.516652,22,6,1,vehicle_theft,3
12.980956,77.530305,21,5,1,theft,1
12.935328,77.624732,20,5,1,theft,1
12.972006,77.530021,14,1,0,theft,1
12.929468,77.586269,2,2,0,burglary,1
12.845407,77.662868,20,6,1,vehicle_theft,3
12.925445,77.537272,19,3,0,theft,1
12.985605,77.609279,6,1,0,harassment,1
12.90115,77.629312,7,0,0,theft,1
12.975965,77.608047,7,5,1,assault,3
13.018826,77.541869,2,3,0,theft,1
12.972261,77.610524,3,1,0,harassment,1
12.94875,77.619544,2,0,0,theft,1
12.929293,77.572129,18,0,0,burglary,3
12.90731,77.58558,20,2,0,theft,2
12.943801,77.476471,0,6,1,assault,1
12.962617,77.690262,18,3,0,assault,3
12.96676,77.751329,21,6,1,burglary,2
12.982153,77.606156,6,3,0,theft,1
13.02653,77.524952,19,5,1,vehicle_theft,2
12.840643,77.658964,12,1,0,burglary,2
12.978045,77.629313,0,1,0,harassment,1
12.976223,77.581288,10,0,0,theft,1
12.915043,77.612558,18,5,1,theft,2
12.894494,77.666391,4,5,1,vehicle_theft,2
12.971047,77.636794,4,5,1,harassment,1
13.137769,77.729845,1,1,0,fraud,2
12.90295,77.585968,4,6,1,burglary,1
12.997162,77.706122,20,3,0,theft,1
12.966257,77.578341,17,1,0,theft,1
12.934243,77.623378,4,0,0,theft,1
13.007537,77.695799,19,2,0,vehicle_theft,2
12.917082,77.648697,14,1,0,fraud,2
12.996366,77.559176,23,5,1,burglary,2
12.969079,77.579055,19,1,0,theft,1
12.967771,77.749048,5,2,0,burglary,2
12.993882,77.559928,23,2,0,burglary,2
12.963366,77.710731,2,4,0,burglary,3
12.862741,77.613022,6,5,1,harassment,2
12.966388,77.762232,22,0,0,theft,2
13.033093,77.519829,21,0,0,theft,1
13.028148,77.594105,20,3,0,vehicle_theft,2
13.00333,77.580921,4,6,1,fraud,2
12.976396,77.570945,14,4,0,harassment,2
12.98585,77.621445,7,5,1,assault,3
12.958763,77.642849,1,5,1,assault,3
13.001938,77.572589,8,5,1,fraud,1
12.924386,77.546807,19,1,0,vehicle_theft,3
13.020833,77.686793,21,4,0,assault,3
13.008605,77.539748,5,6,1,theft,1
12.926534,77.579611,21,6,1,theft,1
12.911682,77.759924,9,2,0,burglary,2
13.081476,77.596197,13,1,0,assault,1
12.91653,77.574182,21,1,0,vehicle_theft,1
12.9419,77.712633,0,0,0,burglary,2
12.934776,77.628599,23,5,1,theft,1
12.91223,77.58626,21,2,0,theft,1
12.926387,77.547137,20,6,1,burglary,2
12.983552,77.598945,17,4,0,theft,1
12.98416,77.606939,11,6,1,assault,3
12.964421,77.564606,16,0,0,harassment,2
12.959341,77.707582,17,0,0,vehicle_theft,2
13.001332,77.701152,20,2,0,theft,1
12.835342,77.664581,17,5,1,burglary,3
12.986253,77.57266,12,6,1,theft,2
12.912122,77.643648,18,1,0,theft,1
13.022878,77.530042,7,0,0,theft,1
13.099898,77.596069,1,4,0,vehicle_theft,2
12.980439,77.56871,16,0,0,harassment,3
13.032778,77.520321,14,3,0,vehicle_theft,2
12.919617,77.627182,2,1,0,vehicle_theft,2
12.982233,77.561888,11,5,1,theft,2
12.964216,77.576093,21,2,0,theft,1
12.86684,77.486622,16,2,0,burglary,1
12.945819,77.699601,17,3,0,theft,2
12.907852,77.574949,0,2,0,theft,1
12.931909,77.579142,23,6,1,fraud,1
12.990885,77.603171,8,0,0,theft,1
12.933294,77.582923,0,6,1,burglary,2
12.987954,77.603594,14,4,0,theft,2
12.990626,77.606209,12,1,0,assault,3
12.908403,77.604332,22,4,0,theft,1
12.930523,77.546581,19,3,0,theft,1
12.901772,77.612047,15,2,0,vehicle_theft,2
12.976388,77.59941,18,6,1,harassment,2
12.917386,77.636165,18,0,0,theft,1
12.916623,77.611737,0,3,0,burglary,1
12.875924,77.749914,9,2,0,theft,1
12.912595,77.640966,2,2,0,theft,1
12.995375,77.572641,12,5,1,theft,2
12.915419,77.610246,17,0,0,vehicle_theft,2
12.991731,77.613194,19,0,0,assault,3
12.922807,77.549565,0,3,0,theft,1
12.980726,77.572661,18,2,0,assault,3
13.019956,77.540662,20,2,0,theft,2
12.840188,77.661647,22,0,0,burglary,2
12.981904,77.62108,23,2,0,theft,1
12.982839,77.610216,11,6,1,assault,3
13.035977,77.521584,22,3,0,burglary,2
13.028418,77.540068,8,1,0,vehicle_theft,1
12.970062,77.578075,0,1,0,theft,1
12.986365,77.605534,7,2,0,theft,1
12.913388,77.602054,3,3,0,theft,1
12.908918,77.603044,22,6,1,burglary,2
12.970421,77.750133,0,1,0,theft,1
12.842844,77.648536,4,2,0,theft,1
12.991546,77.610525,16,6,1,theft,1
12.970624,77.584005,21,4,0,theft,1
12.979516,77.611547,16,5,1,harassment,1
12.977685,77.569883,19,2,0,theft,1
12.97078,77.636358,1,2,0,vehicle_theft,2
12.930028,77.57526,21,0,0,fraud,1
12.925706,77.547372,22,1,0,vehicle_theft,1
12.96769,77.578283,12,1,0,theft,1
12.988549,77.620701,4,4,0,theft,1
13.011438,77.697331,18,6,1,vehicle_theft,3
13.132773,77.695424,0,3,0,burglary,1
12.90097,77.610627,20,1,0,vehicle_theft,3
12.95909,77.576582,12,3,0,theft,2
12.851983,77.674295,2,1,0,burglary,2
13.001248,77.551318,19,1,0,burglary,2
12.973069,77.608019,22,2,0,assault,3
12.933381,77.591805,18,2,0,theft,1
12.966646,77.577617,19,0,0,theft,2
12.8472,77.648939,12,2,0,burglary,2
12.97819,77.63442,0,6,1,assault,3
12.962729,77.573189,13,4,0,theft,1
12.971062,77.636639,6,5,1,fraud,1
12.980323,77.570429,20,1,0,theft,1
13.0276,77.540346,10,6,1,theft,2
12.978863,77.570377,9,0,0,theft,1
13.047585,77.757985,14,3,0,theft,1
12.973713,77.64263,0,5,1,harassment,1
12.903848,77.585372,21,1,0,burglary,2
12.931161,77.633853,1,5,1,theft,1
12.91561,77.610014,20,5,1,burglary,3
12.969636,77.640487,23,4,0,assault,3
12.961067,77.579045,11,6,1,assault,3
12.970173,77.578511,19,5,1,fraud,1
12.935495,77.627726,2,1,0,assault,2
12.843926,77.677965,20,4,0,fraud,1
13.047162,77.525788,6,6,1,theft,1
12.927001,77.584294,18,3,0,theft,1
12.975412,77.607356,23,2,0,harassment,2
12.911044,77.620502,14,4,0,vehicle_theft,2
12.9323,77.551217,14,1,0,theft,1
12.979862,77.572474,18,4,0,fraud,2
12.975157,77.607159,2,2,0,assault,3
12.996224,77.557079,20,3,0,assault,3
12.965219,77.576245,13,5,1,theft,1
12.971969,77.567245,12,1,0,theft,2
12.979286,77.612169,9,0,0,assault,3
12.927396,77.556575,23,5,1,theft,1
12.927049,77.624553,21,3,0,assault,2
13.020858,77.692928,23,3,0,vehicle_theft,1
13.028015,77.539752,22,5,1,assault,2
13.033207,77.517144,23,2,0,vehicle_theft,2
12.988348,77.608864,8,4,0,harassment,2
12.91202,77.610334,23,1,0,theft,1
12.934985,77.583379,18,6,1,theft,1
13.026855,77.521401,18,0,0,vehicle_theft,2
12.973451,77.570747,18,2,0,fraud,1
12.924534,77.591587,17,1,0,burglary,2
12.992687,77.565843,6,5,1,harassment,1
13.027088,77.539176,19,0,0,assault,3
12.912505,77.612607,20,5,1,burglary,2
12.972504,77.529952,20,0,0,burglary,2
12.980439,77.610515,0,5,1,assault,3
12.975592,77.607138,0,2,0,assault,3
12.980253,77.565081,10,1,0,theft,1
12.998253,77.554368,14,0,0,burglary,1
12.97247,77.601457,14,3,0,harassment,1
12.993197,77.574133,6,5,1,burglary,1
12.971593,77.607786,11,1,0,harassment,2
12.91258,77.62614,4,6,1,theft,1
12.996735,77.55578,19,1,0,theft,1
12.905028,77.611763,18,1,0,theft,1
12.934983,77.625106,2,0,0,theft,1
12.940011,77.631263,20,5,1,assault,3
12.982298,77.609687,1,5,1,harassment,2
12.972211,77.641038,2,3,0,assault,2
12.998907,77.555299,20,0,0,theft,1
13.004238,77.567711,12,2,0,fraud,1
13.087537,77.579118,22,6,1,harassment,2
12.981925,77.574696,3,2,0,harassment,1
13.024333,77.543194,17,1,0,theft,1
12.998103,77.555085,18,5,1,theft,1
12.977744,77.571012,18,4,0,theft,1
12.930118,77.556857,0,3,0,theft,1
12.903778,77.580067,5,4,0,theft,1
12.968392,77.579711,10,0,0,theft,1
12.967853,77.528222,19,1,0,burglary,3
12.924515,77.550879,15,4,0,vehicle_theft,1
12.838701,77.666078,1,4,0,fraud,2
13.015113,77.700741,10,1,0,assault,3
12.977076,77.570202,17,5,1,theft,1
13.034333,77.518693,4,6,1,vehicle_theft,1
12.912617,77.609947,16,3,0,theft,1
12.998312,77.554402,8,3,0,assault,2
12.843948,77.666423,19,1,0,theft,1
12.972239,77.644827,21,1,0,assault,3
12.98355,77.604017,14,3,0,harassment,1
12.967834,77.571144,14,0,0,theft,2
12.928671,77.633204,18,5,1,assault,3
12.970429,77.531105,18,1,0,vehicle_theft,2
13.001749,77.571786,14,3,0,theft,1
12.975307,77.607271,1,5,1,assault,2
13.046954,77.604979,10,0,0,burglary,2
13.035166,77.522641,0,2,0,burglary,2
12.935634,77.625064,19,2,0,assault,3
12.93834,77.572582,20,1,0,theft,1
13.007997,77.696002,21,3,0,assault,3
12.971617,77.577654,6,4,0,fraud,1
12.956718,77.706117,0,6,1,vehicle_theft,2
13.100896,77.577695,16,3,0,burglary,2
12.959521,77.700695,20,1,0,theft,2
12.962636,77.572096,5,4,0,theft,2
12.969719,77.74556,21,2,0,theft,1
12.970039,77.578982,4,0,0,theft,1
12.985455,77.621345,1,6,1,assault,3
12.912341,77.643459,21,5,1,burglary,2
13.036074,77.592943,11,1,0,assault,3
12.97689,77.633938,5,3,0,harassment,2
12.982122,77.621131,5,3,0,assault,2
12.907219,77.584869,19,3,0,theft,1
13.005251,77.69763,16,6,1,vehicle_theft,3
13.135382,77.466585,15,6,1,vehicle_theft,1
12.963641,77.686983,6,3,0,vehicle_theft,2
13.04107,77.511598,4,4,0,burglary,2
12.970847,77.602219,22,6,1,harassment,1
13.004531,77.5569,20,6,1,theft,1
12.979656,77.752433,2,2,0,fraud,1
12.97464,77.606933,23,3,0,assault,3
12.989114,77.602813,11,6,1,harassment,1
12.906646,77.622214,9,4,0,theft,1
12.914888,77.613766,22,1,0,burglary,2
12.970333,77.579101,21,6,1,theft,1
12.977742,77.574083,23,5,1,harassment,1
12.932965,77.584613,19,2,0,theft,1
12.930617,77.548642,15,4,0,vehicle_theft,1
12.97267,77.640645,13,6,1,theft,1
12.974753,77.541971,10,1,0,burglary,2
13.056867,77.520351,5,1,0,burglary,2
12.969983,77.604807,3,0,0,harassment,1
13.00932,77.581801,9,6,1,burglary,2
12.928468,77.583538,21,6,1,theft,1
13.023417,77.537651,16,6,1,theft,2
12.949028,77.702095,23,2,0,theft,1
12.97838,77.569755,1,5,1,fraud,1
13.001926,77.569751,18,0,0,fraud,1
13.109472,77.597853,2,2,0,theft,1
12.902703,77.608706,0,0,0,vehicle_theft,3
12.939294,77.581338,18,4,0,theft,1
12.968708,77.752936,0,1,0,burglary,2
13.028289,77.540166,21,4,0,assault,3
13.120161,77.599621,11,5,1,vehicle_theft,2
12.959225,77.707017,8,2,0,burglary,3
13.036533,77.598489,19,5,1,burglary,3
12.962926,77.577143,10,2,0,harassment,2
13.000719,77.700836,16,1,0,assault,3
12.974469,77.602832,2,0,0,theft,1
12.893066,77.582899,22,4,0,theft,1
12.968559,77.526504,23,0,0,theft,1
12.908462,77.584765,22,4,0,burglary,2
12.96778,77.748059,7,1,0,burglary,2
12.97644,77.569855,20,0,0,assault,2
12.932018,77.544883,20,5,1,burglary,1
12.979015,77.611317,22,2,0,assault,3
13.030537,77.548004,2,5,1,vehicle_theft,1
13.033421,77.522164,1,1,0,theft,1
12.842764,77.660699,4,4,0,vehicle_theft,3
12.989475,77.619898,0,2,0,theft,1
12.96659,77.708632,18,5,1,assault,3
12.955727,77.583981,15,4,0,burglary,3
13.004553,77.698127,20,3,0,burglary,2
12.984359,77.603258,17,3,0,theft,1
13.034132,77.598123,3,2,0,theft,1
12.910006,77.585446,1,0,0,theft,2
12.935307,77.626254,21,5,1,theft,1
12.976496,77.575711,4,3,0,assault,3
12.898503,77.623648,10,2,0,theft,1
12.986872,77.58237,12,6,1,theft,2
12.903477,77.631301,9,3,0,vehicle_theft,2
12.982898,77.736667,22,1,0,vehicle_theft,2
12.982211,77.626665,23,4,0,assault,2
12.963253,77.577045,17,1,0,harassment,1
12.984332,77.600863,19,2,0,theft,1
12.990543,77.750115,0,0,0,theft,1
12.957055,77.746373,23,3,0,burglary,1
12.974985,77.638255,23,5,1,harassment,1
12.846293,77.659767,6,4,0,vehicle_theft,2
12.982404,77.716333,1,5,1,assault,1
12.84382,77.576213,5,6,1,fraud,1
12.958963,77.709129,19,0,0,burglary,3
12.95507,77.576473,14,3,0,harassment,1
13.001262,77.567735,16,3,0,burglary,3
12.928546,77.61957,1,0,0,assault,3
12.846786,77.661446,19,0,0,burglary,1
12.920103,77.639566,0,6,1,burglary,3
12.968133,77.536837,7,0,0,theft,1
13.017597,77.597906,23,0,0,vehicle_theft,3
12.97061,77.57507,10,5,1,theft,2
12.976214,77.606138,15,3,0,harassment,1
13.000285,77.741512,11,4,0,vehicle_theft,2
12.98029,77.571928,10,6,1,theft,1
12.985312,77.60501,11,1,0,harassment,1
12.971821,77.642977,22,2,0,assault,3
12.911949,77.637424,16,5,1,burglary,1
12.843782,77.52561,14,1,0,burglary,1
13.027848,77.540826,9,1,0,assault,3
12.925233,77.57883,16,3,0,theft,1
13.03555,77.597236,18,1,0,theft,1
13.032739,77.596978,17,3,0,assault,3
13.034598,77.538422,19,2,0,theft,1
13.011914,77.485866,7,2,0,theft,1
12.937095,77.630729,1,2,0,theft,1
12.931798,77.628989,0,1,0,theft,1
12.929576,77.647479,23,5,1,burglary,2
12.96199,77.532618,15,6,1,vehicle_theft,2
12.962391,77.575215,8,2,0,theft,2
12.959585,77.773502,21,0,0,vehicle_theft,2
12.922377,77.588079,15,3,0,theft,1
13.031892,77.517792,6,4,0,burglary,2
12.993072,77.610754,16,5,1,theft,1
12.941191,77.621456,2,0,0,assault,3
12.83,77.671781,1,4,0,vehicle_theft,3
12.97175,77.75482,13,1,0,fraud,1
12.977798,77.569843,15,0,0,harassment,1
12.872427,77.6196,8,4,0,vehicle_theft,1
12.927545,77.545305,22,2,0,burglary,2
12.978165,77.621259,17,1,0,theft,1
12.999234,77.578062,17,0,0,theft,1
12.985086,77.604701,18,4,0,assault,3
12.915749,77.641086,13,6,1,fraud,1
12.933917,77.624374,20,3,0,harassment,1
12.911019,77.63961,22,1,0,fraud,1
12.845581,77.657831,1,0,0,burglary,2
13.071877,77.565106,22,1,0,burglary,1
12.972973,77.574708,11,5,1,theft,2
12.953832,77.702762,6,4,0,vehicle_theft,2
13.070369,77.561598,4,3,0,theft,1
13.100298,77.596206,15,6,1,burglary,2
13.03076,77.532521,8,4,0,assault,3
12.929916,77.628464,1,2,0,assault,3
13.031207,77.516827,1,0,0,burglary,3
12.979966,77.568106,14,4,0,harassment,2
12.930619,77.546272,20,5,1,burglary,3
13.015928,77.698334,11,4,0,vehicle_theft,1
13.008681,77.550081,17,0,0,assault,3
12.976501,77.611153,23,6,1,harassment,1
12.984955,77.598157,0,4,0,theft,1
12.959409,77.707818,8,5,1,theft,1
13.001963,77.555624,21,6,1,burglary,2
12.915062,77.60934,23,2,0,harassment,1
12.964267,77.576685,12,0,0,theft,1
12.935582,77.63216,21,6,1,theft,1
12.926346,77.58323,23,4,0,burglary,1
12.972301,77.576034,23,3,0,assault,2
12.967124,77.568991,19,0,0,fraud,1
12.973434,77.607576,20,4,0,harassment,1
12.98439,77.604584,16,5,1,harassment,1
13.060999,77.736494,19,6,1,vehicle_theft,1
12.9765,77.571405,11,1,0,theft,1
13.101728,77.732158,6,5,1,fraud,1
12.989234,77.56007,16,3,0,theft,2
12.900229,77.622656,11,4,0,vehicle_theft,1
12.984878,77.604724,6,5,1,harassment,1
13.002892,77.570424,9,6,1,theft,1
13.122532,77.513871,8,3,0,theft,1
12.979575,77.607272,18,2,0,assault,3
12.9065,77.642308,3,3,0,vehicle_theft,3
12.928239,77.580408,18,0,0,theft,2
12.97122,77.57638,12,3,0,theft,1
13.034644,77.517605,12,1,0,vehicle_theft,2
13.038617,77.533272,7,6,1,burglary,2
13.007514,77.695154,20,6,1,assault,3
12.972974,77.577716,13,4,0,fraud,1
12.955447,77.709958,4,0,0,theft,1
12.983795,77.605716,16,5,1,harassment,1
12.965925,77.756818,20,4,0,fraud,1
12.996317,77.708742,18,6,1,burglary,3
12.924762,77.547049,14,3,0,theft,1
13.034718,77.528184,23,1,0,burglary,1
12.933356,77.57966,16,3,0,theft,1
12.973111,77.567843,9,3,0,assault,3
12.941224,77.626544,3,6,1,assault,3
12.969658,77.578357,17,0,0,fraud,1
12.847987,77.652028,1,6,1,vehicle_theft,2
12.92139,77.548601,22,6,1,theft,1
12.97365,77.606869,0,4,0,assault,3
12.949473,77.714867,11,1,0,assault,1
13.068793,77.559319,23,1,0,burglary,1
12.992689,77.557577,14,0,0,burglary,2
12.957002,77.705036,11,2,0,vehicle_theft,2
12.971408,77.604485,21,1,0,harassment,1
12.969022,77.749637,9,2,0,fraud,1
12.962759,77.658206,11,2,0,burglary,1
13.013493,77.491338,17,5,1,theft,2
12.920063,77.545247,20,5,1,burglary,2
12.914924,77.642182,18,5,1,burglary,3
12.908901,77.620123,18,4,0,vehicle_theft,3
12.975594,77.61241,5,5,1,assault,3
12.989426,77.597355,12,2,0,assault,2
12.997598,77.697309,8,5,1,vehicle_theft,2
12.838169,77.654995,20,3,0,burglary,2
12.895571,77.637321,6,4,0,burglary,2
12.964865,77.548448,7,5,1,assault,1
12.964321,77.583927,11,6,1,theft,1
12.911912,77.579329,17,5,1,vehicle_theft,2
13.108289,77.598507,0,0,0,burglary,3
12.852574,77.656219,3,5,1,burglary,2
12.922526,77.547486,20,4,0,vehicle_theft,2
12.848518,77.663838,2,2,0,burglary,2
12.929284,77.620854,0,5,1,theft,1
12.965588,77.58383,12,5,1,theft,2
12.985417,77.568493,9,4,0,assault,3
12.935216,77.624494,2,0,0,harassment,1
12.970487,77.525184,21,2,0,theft,1
12.84714,77.665922,21,6,1,burglary,2
12.973037,77.641095,0,3,0,theft,1
12.996954,77.557113,3,3,0,burglary,2
12.85906,77.663743,22,5,1,vehicle_theft,2
12.934395,77.627221,17,3,0,assault,3
12.935331,77.62355,0,0,0,theft,1
12.986459,77.604466,7,5,1,harassment,1
12.962152,77.577655,21,6,1,assault,3
12.971751,77.524714,18,2,0,theft,1
12.961183,77.580525,21,5,1,theft,1
12.972869,77.642294,2,1,0,theft,2
12.966199,77.574235,14,0,0,assault,2
12.971684,77.64093,0,6,1,vehicle_theft,3
12.951103,77.697458,12,3,0,theft,2
13.031632,77.501456,4,0,0,burglary,2
12.984539,77.599361,17,0,0,theft,1
12.933093,77.631659,23,0,0,assault,3
13.008113,77.568768,10,5,1,theft,1
12.922622,77.622996,3,6,1,theft,1
13.065831,77.473038,6,1,0,fraud,1
12.929152,77.584634,22,0,0,theft,1
12.977765,77.634023,21,5,1,theft,1
13.036733,77.591233,10,3,0,burglary,2
12.97084,77.636779,2,5,1,vehicle_theft,1
12.933359,77.619839,1,1,0,theft,1
12.933812,77.624248,8,2,0,theft,1
12.950692,77.713992,17,6,1,burglary,2
12.966246,77.573569,16,5,1,theft,2
12.917583,77.642111,11,6,1,vehicle_theft,1
13.002908,77.570045,21,4,0,fraud,1
12.906064,77.57613,16,0,0,burglary,2
12.963094,77.57276,16,0,0,harassment,1
13.011484,77.707097,15,0,0,vehicle_theft,2
12.933532,77.585814,21,2,0,burglary,2
12.91361,77.640838,20,1,0,vehicle_theft,2
12.967769,77.575709,17,2,0,theft,1
12.962436,77.754177,2,5,1,burglary,2
12.979017,77.619691,14,1,0,assault,3
12.983312,77.531445,22,3,0,theft,1
12.934794,77.625473,2,5,1,assault,3
12.968726,77.753427,15,0,0,vehicle_theft,2
13.033124,77.609003,17,2,0,theft,1
12.913443,77.644719,20,6,1,vehicle_theft,2
12.92459,77.546436,18,2,0,theft,1
12.961436,77.576348,17,0,0,theft,1
12.917242,77.488962,20,0,0,vehicle_theft,1
12.972017,77.530068,19,3,0,vehicle_theft,2
12.907674,77.615172,1,5,1,theft,2
13.040834,77.537374,0,4,0,burglary,2
12.977027,77.604569,23,0,0,assault,3
12.939926,77.59064,20,6,1,burglary,2
12.962492,77.578307,15,0,0,assault,2
12.921422,77.727298,19,5,1,burglary,1
12.906057,77.624776,9,2,0,theft,1
12.835767,77.521177,23,1,0,fraud,2
12.959252,77.69973,10,6,1,assault,3
12.976308,77.614096,23,1,0,assault,2
13.035943,77.59763,5,1,0,vehicle_theft,2
12.977303,77.532544,23,0,0,theft,1
12.851288,77.660018,2,4,0,vehicle_theft,3
13.007684,77.700956,16,6,1,burglary,3
12.945899,77.704755,19,2,0,burglary,2
12.983471,77.578494,3,4,0,theft,1
12.951552,77.69017,21,4,0,vehicle_theft,3
12.861167,77.744269,23,1,0,harassment,2
13.090419,77.605157,4,0,0,vehicle_theft,1
12.920332,77.583875,20,4,0,burglary,3
12.922412,77.604535,18,6,1,vehicle_theft,2
12.973995,77.527783,19,2,0,theft,1
12.946772,77.515112,10,4,0,assault,1
13.031788,77.521534,1,0,0,theft,1
13.008658,77.696557,12,0,0,burglary,2
12.937197,77.629807,6,5,1,assault,3
13.012493,77.691531,17,2,0,vehicle_theft,2
12.933446,77.621362,1,5,1,harassment,1
12.950356,77.656376,23,5,1,vehicle_theft,2
12.981849,77.566803,7,4,0,harassment,1
13.097663,77.596145,19,0,0,burglary,2
13.088618,77.598795,2,1,0,burglary,3
12.985959,77.605286,13,0,0,theft,1
12.968289,77.579942,11,4,0,assault,3
12.953805,77.623229,2,6,1,harassment,2
13.008358,77.565645,4,3,0,theft,2
12.911895,77.605894,1,6,1,harassment,1
13.034494,77.509791,13,0,0,burglary,2
13.002905,77.566526,11,1,0,fraud,1
12.961928,77.581079,10,2,0,theft,1
